"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 13:33:10 GMT 2023","Mon Dec 25 13:33:40 GMT 2023","29623","","dzen.spec.ts","YaDzen Test","","","dzen",""
