"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 11:12:40 GMT 2023","Mon Dec 25 11:13:06 GMT 2023","25980","","dzen.spec.ts","YaDzen Test","","","dzen",""
