"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 11:52:25 GMT 2023","Mon Dec 25 11:52:55 GMT 2023","29983","","dzen.spec.ts","YaDzen Test","","","dzen",""
