"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 20:48:04 GMT 2023","Fri Dec 22 20:48:29 GMT 2023","25634","chromium","dzen.spec.ts","YaDzen Test","","","dzen",""
