"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 13:47:20 GMT 2023","Mon Dec 25 13:47:47 GMT 2023","26784","","dzen.spec.ts","YaDzen Test","","","dzen",""
