"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 20:26:30 GMT 2023","Fri Dec 22 20:26:54 GMT 2023","23583","chromium","dzen.spec.ts","YaDzen Test","","","dzen",""
