"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 19:02:51 GMT 2023","Fri Dec 22 19:03:01 GMT 2023","9397","chromium","dzen.spec.ts","YaDzen Test","","","dzen",""
