"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 12:11:30 GMT 2023","Mon Dec 25 12:11:55 GMT 2023","24730","","dzen.spec.ts","YaDzen Test","","","dzen",""
