"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 21:29:47 GMT 2023","Fri Dec 22 21:30:12 GMT 2023","25680","","dzen.spec.ts","YaDzen Test","","","dzen",""
