"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 12:32:52 GMT 2023","Mon Dec 25 12:33:20 GMT 2023","27784","","dzen.spec.ts","YaDzen Test","","","dzen",""
