"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 19:32:49 GMT 2023","Mon Dec 25 19:33:12 GMT 2023","23185","","dzen.spec.ts","YaDzen Test","","","dzen",""
