"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 21:25:08 GMT 2023","Fri Dec 22 21:25:32 GMT 2023","24506","","dzen.spec.ts","YaDzen Test","","","dzen",""
